id,station,latitude,longitude
199,Erith,51.4816479632343,0.174261291026815
200,Essex Road,51.5406331556661,-0.0963655253611019
201,Euston,51.528664114832,-0.133296470819151
202,Euston Square,51.528664114832,-0.133296470819151
203,Ewell East,51.3452434826631,-0.241502997980425
204,Ewell West,51.3499907230587,-0.257089129197642
205,Fairlop,51.5961096941749,0.0905932799159299
206,Falconwood,51.45908592772,0.0785096933805763
207,Farringdon,51.5201955191978,-0.104843061316764
208,Feltham,51.4478785038871,-0.409824471157644
209,Fenchurch Street,51.5115665798508,-0.0785541524539052
210,Fieldway,51.3513169697067,-0.0245032653332691
211,Finchley Central,51.6009029368564,-0.193220634711658
212,Finchley Road,51.5470959064344,-0.180050558632494
213,Finchley Road and Frognal,51.5501192001129,-0.183651200694972
214,Finsbury Park,51.5646352748414,-0.105881485528902
215,Forest Gate,51.5493161610842,0.0241890915432563
216,Forest Hill,51.4393082276003,-0.0533285042533909
217,Fulham Broadway,51.4802605857463,-0.195544161527897
218,Fulwell,51.4339419952057,-0.349438517646736
219,Gallions Reach,51.5090342602489,0.0717753947300296
220,Gants Hill,51.5765530629417,0.0660840980631794
221,George Street,51.3739658975768,-0.098718104657481
222,Gidea Park,51.5818660866497,0.205976983126467
223,Gipsy Hill,51.4244693878982,-0.0838351671131961
224,Gloucester Road,51.4944992596252,-0.183543557571591
225,Golders Green,51.5722152168504,-0.194834556938263
226,Goldhawk Road,51.5020765966368,-0.227404003248823
227,Goodge Street,51.5206128912698,-0.134807689114727
228,Goodmayes,51.5661811680319,0.11172965502875
229,Gordon Hill,51.663502085545,-0.0944732992729422
230,Gospel Oak,51.5554050480654,-0.151301031245207
231,Grange Hill,51.6134805793354,0.0922725301686921
232,Grange Park,51.6426229206485,-0.0973144232582473
233,Gravel Hill,51.3545431872964,-0.0431216986501781
234,Great Portland Street,51.5237885627179,-0.14396142408109
235,Green Park,51.5067602537146,-0.142477574422533
236,Greenford,51.5419795070146,-0.345878733131022
237,Greenwich,51.4775476425343,-0.0148630836027375
238,Grove Park,51.4304326833948,0.0225985021902339
239,Gunnersbury,51.4918629632299,-0.27516413141625
240,Hackbridge,51.3778606498357,-0.153879196850358
241,Hackney Central,51.5472573565926,-0.055589511802495
242,Hackney Downs,51.5490779892583,-0.0601851048568028
243,Hackney Wick,51.5435583677806,-0.0252595027702909
244,Hadley Wood,51.6684025848229,-0.176581187835387
245,Haggerston,51.5386846090133,-0.0755952577608924
246,Hainault,51.6028454837523,0.0941085508301525
247,Hammersmith,51.4918194135572,-0.222860925885304
248,Hammersmith,51.4934829866877,-0.224640154500701
249,Hampstead,51.5565423064487,-0.17801455810845
250,Hampstead Heath,51.555199657702,-0.164566181677573
251,Hampton,51.4158789449537,-0.372135245669055
252,Hampton Court,51.4022933180495,-0.342757145306569
253,Hampton Wick,51.4146395316062,-0.313103603949313
254,Hanger Lane,51.5300715563412,-0.292996140557165
255,Hanwell,51.512185406676,-0.338051877786331
256,Harlesden,51.5362579086204,-0.257495670377017
257,Harold Wood,51.5932026039305,0.234204076658373
258,Harringay,51.5773577397801,-0.105208251912821
259,Harringay Green Lanes,51.5771457347569,-0.0982173912207184
260,Harrington Road,51.3997904749146,-0.0606999543468706
261,Harrow and Wealdstone,51.5925940880877,-0.334252678574127
262,Harrow-on-the-Hill,51.5793875695421,-0.337001510706096
263,Hatch End,51.6098279022449,-0.369178773032179
264,Hatton Cross,51.466684612991,-0.423380552969979
265,Haydons Road,51.4254570111129,-0.188929357279552
266,Hayes,51.3757367261143,0.0101426524706988
267,Hayes and Harlington,51.5030483879841,-0.420641893287757
268,Headstone Lane,51.6024990445584,-0.356907506957421
269,Heathrow Terminal 4,51.4597796985324,-0.447729578266073
270,Heathrow Terminal 5,51.470024624464,-0.490647489124247
271,Heathrow Terminals 1 2 3,51.4712886619133,-0.45240721364932
272,Hendon,51.5800745951427,-0.238630517291968
273,Hendon Central,51.5831326781621,-0.226734137100088
274,Herne Hill,51.4539912042704,-0.102562907707251
275,Heron Quays,51.5033865355316,-0.0219535320363096
276,High Barnet,51.6516879382668,-0.194165377979615
277,High Street Kensington,51.5007291341687,-0.191566055496419
278,Highams Park,51.6083559959639,-0.000135285919528802
279,Highbury and Islington,51.54649533885,-0.104082139239353
280,Highgate,51.5776463793385,-0.146934860933741
281,Hillingdon,51.5537767817637,-0.449897981623021
282,Hither Green,51.4524017232365,-0.000970912324543807
283,Holborn,51.5172355413957,-0.119840506602937
284,Holland Park,51.5071461481404,-0.206557775412328
285,Holloway Road,51.5528159210644,-0.11293569621686
286,Homerton,51.5465953861965,-0.0385123470211163
287,Honor Oak Park,51.4506481710405,-0.0441531210321066
288,Hornchurch,51.55435547079,0.218926999411176
289,Hornsey,51.5864746710952,-0.11181563739976
290,Hounslow,51.4625042272728,-0.361796248390842
291,Hounslow Central,51.4709251687999,-0.36595812136688
292,Hounslow East,51.4737073148076,-0.355275314498969
293,Hounslow West,51.4731050863714,-0.385707619977202
294,Hoxton,51.5313914913672,-0.0755856468761882
295,Hyde Park Corner,51.5025837655421,-0.152474112631868
296,Ickenham,51.560824332912,-0.441579501268799
297,Ilford,51.5591423566676,0.0686851911807607
298,Imperial Wharf,51.4749386300301,-0.182837502801637
299,Island Gardens,51.4879500735802,-0.0104933031301963
300,Isleworth,51.475036873487,-0.337328758459813
301,Iver,51.508501301636,-0.506740418939111
302,Kenley,51.3246001489774,-0.101219712172033
303,Kennington,51.4886622888157,-0.105070612774
304,Kensal Green,51.5305238487188,-0.224713381138044
305,Kensal Rise,51.5342147055381,-0.220820975825494
306,Kensington,51.4978793571258,-0.210379239767883
307,Kent House,51.4127175867398,-0.0458155530612076
308,Kentish Town,51.5500092942818,-0.140471262700526
309,Kentish Town West,51.5465477318151,-0.146756408622474
310,Kenton,51.5814957703514,-0.315216860826321
311,Kew Bridge,51.4900041453257,-0.288846489888672
312,Kew Gardens,51.4767886712304,-0.285381006676174
313,Kidbrooke,51.46269023697,0.028300239185478
314,Kilburn,51.546944102866,-0.204632716699255
315,Kilburn High Road,51.5372674307248,-0.191113103613429
316,Kilburn Park,51.5351352218434,-0.193966054939706
317,King George V,51.5020087119328,0.0622062141092917
318,King Henry's Drive,51.3453640669913,-0.0202647574245281
319,King's Cross,51.5307979924803,-0.122756420526631
320,Kings Cross St. Pancras,51.5303122619463,-0.123872128687034
321,Kingsbury,51.5848760634912,-0.278601603713172
322,Kingston,51.4126412731401,-0.301141034921329
323,Kingswood,51.2947227949647,-0.21123322352396
324,Knightsbridge,51.5013546370189,-0.160664484622809
325,Knockholt,51.3457521565349,0.13083103983432
326,Ladbroke Grove,51.5172103317528,-0.210198169891793
327,Ladywell,51.4561921061853,-0.0192444011254866
328,Lambeth North,51.4991297653886,-0.111768260460206
329,Lancaster Gate,51.5118906583283,-0.175429926789792
330,Langdon Park,51.5188839160837,-0.0152137989477048
331,Langley,51.5080607734654,-0.541770556061928
332,Latimer Road,51.5139577448775,-0.217459663317242
333,Lea Bridge,51.5666362038515,-0.0366831576627724
334,Lebanon Road,51.3751988602505,-0.0849736487598167
335,Lee,51.4494585444425,0.0133646923821205
336,Leicester Square,51.5112909741717,-0.128242146629807
337,Lewisham,51.4648806955123,-0.0124327008980092
338,Leyton,51.5581322623127,-0.00646533158060304
339,Leyton Midland Road,51.5693642287863,-0.00806634743035076
340,Leytonstone,51.5685223067262,0.00914045195706128
341,Leytonstone High Road,51.5638073603645,0.00825446883595584
342,Limehouse,51.5123121016766,-0.0393800776624937
343,Liverpool Street,51.517598132254,-0.0822496218888544
344,Lloyd Park,51.3642754053557,-0.0807462726980878
345,London Bridge,51.5046742093043,-0.0860055977481396
346,London City Airport,51.5036897452474,0.0478727155835259
347,London Fields,51.5407187492493,-0.0576996862209217
348,Loughborough Junction,51.466678734544,-0.102497340930631
349,Loughton,51.641570570828,0.0552790792874479
350,Lower Sydenham,51.4248467905185,-0.033330341481054
351,Maida Vale,51.5299947556212,-0.185432644935856
352,Maidenhead,51.5186674269541,-0.72267491057478
353,Malden Manor,51.3846091104699,-0.261120412431734
354,Manor House,51.5707469861909,-0.0956849757319274
355,Manor Park,51.5528544275939,0.045723870186973
356,Mansion House,51.5120915984511,-0.0941976572437842
357,Marble Arch,51.5139652346594,-0.158571214792758
358,Maryland,51.5456682829975,0.00568165418425255
359,Marylebone,51.5223964032654,-0.163492562310913
360,Maze Hill,51.4830136644311,0.00320489681855999
361,Meridian Water,51.6083117089913,-0.050959906384394
362,Merton Park,51.413391280969,-0.201342028812417
363,Mile End,51.5253109195645,-0.0326660842711517
364,Mill Hill Broadway,51.6128707220669,-0.24953706487303
365,Mill Hill East,51.608316303686,-0.209895710314407
366,Mitcham,51.3974883365194,-0.17087164547873
367,Mitcham Eastfields,51.408383659999,-0.154001717426646
368,Mitcham Junction,51.3930423124126,-0.157436642225589
369,Monument,51.510630277351,-0.0861883132610571
370,Moor Park,51.6299299595336,-0.432913016495897
371,Moorgate,51.5184369958311,-0.0890176874196191
372,Morden,51.4021856447495,-0.194851979519044
373,Morden Road,51.4088715755148,-0.192805675093396
374,Morden South,51.3963073717591,-0.200301559721281
375,Mornington Crescent,51.5343619927468,-0.138744348724714
376,Mortlake,51.4681675008265,-0.267203309759762
377,Motspur Park,51.3953192366103,-0.239439742641338
378,Mottingham,51.4398250617558,0.0503242023297412
379,Mudchute,51.4912361634791,-0.0149599448810793
380,Neasden,51.5546273100412,-0.250115041693612
381,New Addington,51.3425904830932,-0.0173833270693507
382,New Barnet,51.6485364894024,-0.172969712284757
383,New Beckenham,51.4167054934214,-0.035304949250805
384,New Cross,51.476429364937,-0.0322788114450522
385,New Cross Gate,51.4752648660342,-0.03952905184832
386,New Eltham,51.4376907783216,0.0704446186894693
387,New Malden,51.4035554892389,-0.256218102341553
388,New Southgate,51.614093435136,-0.143009774858165
389,Newbury Park,51.5756385064638,0.0903031581978967
390,Nine Elms,51.4800010492292,-0.12850098283072
391,Norbiton,51.4119088876876,-0.284199943193106
392,Norbury,51.4111883041727,-0.122799400973473
393,North Acton,51.5234320046099,-0.259729523922228
394,North Dulwich,51.4544816672148,-0.0879186802737289
395,North Ealing,51.517621818071,-0.288993547753171
396,North Greenwich,51.5002551610895,0.00358625912595083
397,North Harrow,51.5846307078439,-0.362632985599068
398,North Sheen,51.4654191445198,-0.28639746196941
399,North Wembley,51.5623957964433,-0.303948213913291
400,Northfields,51.5004911568957,-0.315064812988572
401,Northolt,51.5482123001801,-0.36844058759762
402,Northolt Park,51.5576184653049,-0.359434188853151
403,Northumberland Park,51.6020156471391,-0.0541320254717321
404,Northwick Park,51.578508169653,-0.318199386013369
405,Northwood,51.6112129195814,-0.423837776195818
406,Northwood Hills,51.6008019779143,-0.409311348056893
407,Norwood Junction,51.3969542014506,-0.0752098562061818
408,Notting Hill Gate,51.5093750180118,-0.195921616226391
409,Nunhead,51.4665798988617,-0.0536797424804539
410,Oakleigh Park,51.637676093709,-0.166194964993836
411,Oakwood,51.64763774736,-0.131853538813394
412,Ockendon,51.5219901237508,0.290483480023453
413,Old Street,51.525581330743,-0.0876229573873513
414,Orpington,51.3735201959245,0.0890289019388343
415,Osterley,51.4812162357593,-0.352096088849003
416,Oval,51.4814124173775,-0.113321075121332
417,Oxford Circus,51.5152231744017,-0.140836170133341
418,Paddington,51.5153935002265,-0.175736750265772
419,Palmers Green,51.6187865701508,-0.110272499322985
420,Park Royal,51.5268335560863,-0.284928912967105
421,Parsons Green,51.4749598256595,-0.201124490012253
422,Peckham Rye,51.469511252696,-0.0699835529061944
423,Penge East,51.4199752622759,-0.0544952646379757
424,Penge West,51.4180628313332,-0.0606457643426384
425,Perivale,51.5363412946729,-0.323070415901167
426,Petts Wood,51.3885991156954,0.0744800301001628
427,Phipps Bridge,51.4033764315297,-0.182296786948212
428,Piccadilly Circus,51.5096965321706,-0.133711596159076
429,Pimlico,51.4895526466494,-0.133108257391385
430,Pinner,51.5923610566072,-0.38122378173761
431,Plaistow,51.5312883668178,0.0177806419969852
432,Plumstead,51.4897925652622,0.0842996169709163
433,Ponders End,51.6427306374394,-0.0345251044598685
434,Pontoon Dock,51.5022162729144,0.0333257075489251
435,Poplar,51.5075880448376,-0.0172754932925174
436,Preston Road,51.5721032477993,-0.294972007483067
437,Prince Regent,51.5094346072403,0.0334885741146772
438,Pudding Mill Lane,51.5343278360506,-0.0127685119445471
439,Purfleet,51.4811733966936,0.236774839097188
440,Purley,51.3373633703713,-0.113613517091084
441,Purley Oaks,51.3469891804969,-0.0988153325005632
442,Putney,51.4609521781532,-0.216603370792462
443,Putney Bridge,51.4678649970564,-0.209365414301954
444,Queens Park,51.5343123177635,-0.204798146950672
445,Queens Road Peckham,51.4742846179239,-0.0573549786690294
446,Queensbury,51.5938825093133,-0.286331592620629
447,Queenstown Road,51.4749588883145,-0.147355310845153
448,Queensway,51.5104489285477,-0.187419901048369
449,Rainham,51.5173408303357,0.190691977638158
450,Ravensbourne,51.4138703699073,-0.00693781552984574
451,Ravenscourt Park,51.494067596546,-0.235969229860143
452,Rayners Lane,51.5753961273885,-0.371060805748711
453,Raynes Park,51.4093749711836,-0.229912936274609
454,Reading,51.4587845668126,-0.971877620996333
455,Rectory Road,51.5587633673592,-0.0683856644542954
456,Redbridge,51.5763669943606,0.0453940440870774
457,Reedham,51.3314415132428,-0.123402623534722
458,Reeves Corner,51.375277028631,-0.106379777578369
459,Regents Park,51.5238104377728,-0.145344409720596
460,Richmond,51.4632323939592,-0.301739128704929
461,Rickmansworth,51.6403222419337,-0.473684571012875
462,Riddlesdown,51.3326746703329,-0.0994936669081528
463,Roding Valley,51.6169565208123,0.0440262071266385
464,Romford,51.5746418942839,0.18305527427581
465,Rotherhithe,51.5015944207027,-0.0529662962549398
466,Royal Albert,51.5084939463101,0.0451771451896414
467,Royal Oak,51.5182940459234,-0.188823671546854
468,Royal Victoria,51.5090552671545,0.0179654125889859
469,Ruislip,51.5721612338762,-0.421234915592132
470,Ruislip Gardens,51.5599595105222,-0.409294101374034
471,Ruislip Manor,51.5734509011491,-0.412849344431848
472,Russell Square,51.5230128366462,-0.124590196872619
473,Sanderstead,51.3482461025736,-0.0937084995489339
474,Sandilands,51.3750221468239,-0.0780265894240146
475,Selhurst,51.3921856251364,-0.0898990366231026
476,Seven Kings,51.5639935121558,0.0963195752913869
477,Seven Sisters,51.5833620439954,-0.0724668225188911
478,Shadwell,51.5113000646694,-0.0569192069418581
479,Shenfield,51.6308736398924,0.329952270765306
480,Shepherds Bush,51.5045317956139,-0.218519156668849
481,Shepherds Bush Market,51.5058803381902,-0.227400490410209
482,Shoreditch High Street,51.5234666953431,-0.077087424331397
483,Shortlands,51.4056023739842,0.0027675443897767
484,Sidcup,51.4343986295948,0.103315359719454
485,Silver Street,51.615242361808,-0.0725897412586619
486,Slade Green,51.4677479700499,0.190518389697159
487,Sloane Square,51.4923595104806,-0.156488856057024
488,Slough,51.5118788837057,-0.591524825275804
489,Snaresbrook,51.5808913115707,0.021463927810755
490,South Acton,51.4996853882737,-0.270215203266224
491,South Bermondsey,51.4876765282843,-0.0547548210670723
492,South Croydon,51.3627500488751,-0.0925173627941774
493,South Ealing,51.5016435203309,-0.307040239461223
494,South Greenford,51.5340270082388,-0.336737475403501
495,South Hampstead,51.5414765580949,-0.178371198114625
496,South Harrow,51.5646795948217,-0.351893963731605
497,South Kensington,51.4940710832552,-0.17392302133764
498,South Kenton,51.5710439475513,-0.308142971762093
499,South Merton,51.4032402207812,-0.205550298887015
500,South Quay,51.5008635789065,-0.0184606926650221
501,South Ruislip,51.556889651478,-0.399115901006822
502,South Tottenham,51.5804024712281,-0.0718559563059047
503,South Wimbledon,51.4153603977999,-0.191974544099057
504,South Woodford,51.5915526647549,0.0279430783744094
505,Southall,51.5059562937895,-0.378711181441562
506,Southbury,51.6484336413001,-0.0529833104002624
507,Southfields,51.44488297741,-0.206609383090931
508,Southgate,51.6323756417307,-0.127770046307841
509,Southwark,51.5038534497217,-0.105794938925092
510,St Helier,51.3899118399214,-0.19901458965509
511,St James Street,51.5806086130258,-0.0328045616794669
512,St Johns,51.4689752593041,-0.0232406618061415
513,St Margarets,51.4552054673299,-0.321324241867253
514,St Mary Cray,51.3947595863922,0.10721790023829
515,St Pancras,51.5305541987497,-0.125505781059782
516,St. James's Park,51.4996095777261,-0.133878754341125
517,St. Johns Wood,51.5348541283933,-0.17406483866207
518,St. Pauls,51.5148351387399,-0.0975710001169854
519,Stamford Brook,51.4944495685697,-0.245246306027922
520,Stamford Hill,51.574447480834,-0.0766683415728566
521,Stanmore,51.6196729504836,-0.303099287595299
522,Star Lane,51.5206042606449,0.00419100262824069
523,Stepney Green,51.5219957586155,-0.0473825231948551
524,Stockwell,51.4721590571156,-0.122846303356526
525,Stoke Newington,51.564637494145,-0.0723353943786903
526,Stonebridge Park,51.5439861056564,-0.275400437104679
527,Stoneleigh,51.3633636469979,-0.248709653473392
528,Stratford,51.541692575874,-0.00375164102719075
529,Stratford High Street,51.5381489524464,-0.00108035600379454
530,Stratford International,51.5448085230875,-0.0087784340129179
531,Strawberry Hill,51.4397472780519,-0.339617724386049
532,Streatham,51.4258456483774,-0.132325495736147
533,Streatham Common,51.4189844509068,-0.135726164035307
534,Streatham Hill,51.4384601587523,-0.127681480540516
535,Sudbury and Harrow Road,51.5544932686619,-0.315926235937249
536,Sudbury Hill,51.5573390110298,-0.336392108538228
537,Sudbury Hill Harrow,51.5583417256907,-0.33544668656216
538,Sudbury Town,51.5513969271083,-0.316343479907577
